,lane,x,y,yaw,width
3004,-1,-22.716318130493164,24.62090301513672,0.15919755399227142,3.5
3005,4,-22.694089889526367,16.620935440063477,180.15919494628906,3.5
3006,5,-22.68436622619629,13.120948791503906,180.15919494628906,3.5
3007,-2,-21.72604751586914,28.123668670654297,0.15919755399227142,3.5
3008,-1,-21.71632194519043,24.623682022094727,0.15919755399227142,3.5
3009,4,-21.694093704223633,16.623714447021484,180.15919494628906,3.5
3010,5,-21.684370040893555,13.123727798461914,180.15919494628906,3.5
3011,-2,-20.726051330566406,28.126447677612305,0.15919755399227142,3.5
3012,-1,-20.716325759887695,24.626461029052734,0.15919755399227142,3.5
3013,4,-20.6940975189209,16.626493453979492,180.15919494628906,3.5
3014,5,-20.68437385559082,13.126506805419922,180.15919494628906,3.5
3015,-2,-19.726055145263672,28.129226684570312,0.15919755399227142,3.5
3016,-1,-19.71632957458496,24.629240036010742,0.15919755399227142,3.5
3017,4,-19.694101333618164,16.6292724609375,180.15919494628906,3.5
3018,5,-19.684377670288086,13.12928581237793,180.15919494628906,3.5
3019,-2,-18.726058959960938,28.132003784179688,0.15919755399227142,3.5
3020,-1,-18.716333389282227,24.632017135620117,0.15919755399227142,3.5
3021,4,-18.69410514831543,16.632049560546875,180.15919494628906,3.5
3022,5,-18.68438148498535,13.132062911987305,180.15919494628906,3.5
3023,-2,-17.726064682006836,28.134782791137695,0.15919755399227142,3.5
3024,-1,-17.716339111328125,24.634796142578125,0.15919755399227142,3.5
3025,4,-17.694110870361328,16.634828567504883,180.15919494628906,3.5
3026,5,-17.68438720703125,13.134841918945312,180.15919494628906,3.5
3027,-2,-16.7260684967041,28.137561798095703,0.15919755399227142,3.5
3028,-1,-16.71634292602539,24.637575149536133,0.15919755399227142,3.5
3029,4,-16.694114685058594,16.63760757446289,180.15919494628906,3.5
3030,5,-16.684391021728516,13.13762092590332,180.15919494628906,3.5
3031,-2,-15.72607135772705,28.14034080505371,0.15919755399227142,3.5
3032,-1,-15.716346740722656,24.64035415649414,0.15919755399227142,3.5
3033,4,-15.69411849975586,16.6403865814209,180.15919494628906,3.5
3034,5,-15.684392929077148,13.140399932861328,180.15919494628906,3.5
3035,-2,-14.726075172424316,28.143117904663086,0.15919755399227142,3.5
3036,-1,-14.716350555419922,24.643131256103516,0.15919755399227142,3.5
3037,4,-14.694122314453125,16.643163681030273,180.15919494628906,3.5
3038,5,-14.684396743774414,13.143177032470703,180.15919494628906,3.5
3039,-2,-13.726078987121582,28.145896911621094,0.15919755399227142,3.5
3040,-1,-13.716354370117188,24.645910263061523,0.15919755399227142,3.5
3041,4,-13.69412612915039,16.64594268798828,180.15919494628906,3.5
3042,5,-13.68440055847168,13.145956039428711,180.15919494628906,3.5
3043,-2,-12.726082801818848,28.1486759185791,0.15919755399227142,3.5
3044,-1,-12.716358184814453,24.64868927001953,0.15919755399227142,3.5
3045,4,-12.694129943847656,16.64872169494629,180.15919494628906,3.5
3046,5,-12.684404373168945,13.148735046386719,180.15919494628906,3.5
3047,-2,-11.726085662841797,28.15145492553711,0.15919755399227142,3.5
3048,-1,-11.716361045837402,24.65146827697754,0.15919755399227142,3.5
3049,4,-11.694132804870605,16.651500701904297,180.15919494628906,3.5
3050,5,-11.684407234191895,13.151514053344727,180.15919494628906,3.5
